customer_no,Days Since Last Ticket Order,Days Since Last Gift,Days Since Last Activity Date,Contribution_Last_Amount,Contribution_last_year_giving,Days since Last Contribution,Donor_Category
3009795,206,204,134,1,1,205,Under-Patron
3009956,718,715,321,10,,716,Under-Patron
3009986,184,608,22,250,,609,Under-Patron
3010011,1183,1457,376,100,,1460,Under-Patron
3010034,2024,783,321,100,,784,Under-Patron
3010172,127,56,22,150,150,57,Under-Patron
3010242,120,712,7,1000,,713,Under-Patron
3010263,413,775,39,200,,776,Under-Patron
3010463,3395,1476,272,300,,1477,Under-Patron
3010481,127,48,22,1000,3100,49,Under-Patron
3010587,105,1491,35,150,,1492,Under-Patron
3010595,110,43,7,500,800,44,Under-Patron
3010607,552,253,35,50,50,254,Under-Patron
3010808,105,364,22,750,,365,Under-Patron
3010864,723,659,22,100,,660,Under-Patron
3011131,2165,1667,683,150,,1668,Under-Patron
3011160,306,1065,49,20,,1066,Under-Patron
3011359,1331,1467,376,50,,1468,Under-Patron
3011370,45868,1702,1089,30,,1703,Under-Patron
3011557,51,208,19,750,750,211,Under-Patron
3011856,3737,1357,726,50,,1358,Under-Patron
3012094,85,218,8,75,75,219,Under-Patron
3012405,35,368,8,2500,,369,Under-Patron
3012661,677,14,14,2000,2000,14,Under-Patron
3012713,1037,1141,35,2500,,1142,Under-Patron
3013046,493,237,232,10,10,238,Under-Patron
3013063,680,679,321,15,,680,Under-Patron
3013095,69,237,4,150,150,238,Under-Patron
3013176,355,156,22,1000,1000,156,Under-Patron
3013269,69,35,22,250,250,36,Under-Patron
3013322,327,573,291,10,,574,Under-Patron
3013433,2617,1302,686,75,,1303,Under-Patron
3013467,915,914,321,27,,915,Under-Patron
3013931,175,581,175,5,,587,Under-Patron
3014159,95,92,35,12,12,93,Under-Patron
3014441,1245,1244,376,62.5,,1245,Under-Patron
3014680,689,1097,376,50,,1098,Under-Patron
3015080,544,610,359,1,,611,Under-Patron
3015093,948,945,359,50,,946,Under-Patron
3015239,137,1097,124,100,,1098,Under-Patron
3015368,347,344,35,15,15,345,Under-Patron
3015503,102,798,35,50,,799,Under-Patron
3015575,95,1303,34,500,,1304,Under-Patron
3015617,73,620,22,100,,621,Under-Patron
3015702,131,764,35,250,,765,Under-Patron
3015793,618,617,35,50,,618,Under-Patron
3015996,2309,746,321,100,,747,Under-Patron
3015999,601,1194,376,4.8,,1195,Under-Patron
3016584,207,692,207,11,,693,Under-Patron
3016742,1005,1504,574,150,,1505,Under-Patron
3016939,490,854,35,69.2,,855,Under-Patron
3017014,135,578,79,14.5,,579,Under-Patron
3017138,1342,1477,376,100,,1478,Under-Patron
3017152,2116,1667,35,250,,1668,Under-Patron
3017163,2001,1457,1089,,,1460,Under-Patron
3017302,88,1412,35,95,,1413,Under-Patron
3017326,82,190,5,10,10,191,Under-Patron
3017347,179,175,138,20,20,176,Under-Patron
3017562,100,215,35,50,50,216,Under-Patron
3017591,1276,1672,595,250,,1672,Under-Patron
3017612,2528,1691,35,100,,1692,Under-Patron
3017718,3455,1673,686,2000,,1674,Under-Patron
3018004,691,1412,691,120,,1413,Under-Patron
3018087,106,29,22,510,510,30,Under-Patron
3018392,519,525,22,1000,,526,Under-Patron
3018446,91,741,76,82,,742,Under-Patron
3018731,2093,1344,726,50,,1345,Under-Patron
3018781,813,811,35,50,,812,Under-Patron
3018941,635,634,70,986.25,986.25,160,Under-Patron
3019044,681,680,321,2.5,,681,Under-Patron
3019306,58,26,22,140,140,27,Under-Patron
3020155,205,1673,205,250,,1674,Under-Patron
3020597,968,967,359,55.5,,968,Under-Patron
3020624,105,32,14,1000,1000,33,Under-Patron
3020716,81,41,22,250,250,42,Under-Patron
3020724,1034,1031,321,70.4,,1031,Under-Patron
3020772,286,839,284,4.5,,840,Under-Patron
3020787,107,105,22,300,300,106,Under-Patron
3020793,2184,1476,393,2500,,1477,Under-Patron
3020841,125,798,36,250,,799,Under-Patron
3020969,78,769,78,50,,770,Under-Patron
3021037,916,916,321,28.5,,916,Under-Patron
3021038,546,400,235,25,,401,Under-Patron
3021228,79,456,14,1,,457,Under-Patron
3021254,372,480,153,10,,481,Under-Patron
3021297,4469,1132,700,250,,1133,Under-Patron
3021299,3802,246,22,200,200,247,Under-Patron
3021336,809,806,321,146,,807,Under-Patron
3021520,125,820,78,10,,821,Under-Patron
3021575,84,461,7,12,,462,Under-Patron
3021660,612,610,321,1,,611,Under-Patron
3021672,1018,1016,321,10.25,,1017,Under-Patron
3021783,91,215,76,50,50,216,Under-Patron
3021797,354,853,321,25,,854,Under-Patron
3021931,90,89,89,11,11,90,Under-Patron
3021988,89,889,32,2.5,,890,Under-Patron
3022126,3415,1114,677,1000,,1115,Under-Patron
3022176,100,99,7,500,500,100,Under-Patron
3022216,469,11,7,3000,3883.51,12,Under-Patron
3022220,666,903,359,11,,904,Under-Patron
3022323,876,875,359,5,,876,Under-Patron
3022369,80,78,78,20,20,79,Under-Patron
3022371,440,741,4,38.8,,742,Under-Patron
3022596,1442,18,18,50,50,19,Under-Patron
3022697,45868,302,22,119,119,303,Under-Patron
3022738,1218,1153,376,100,,1154,Under-Patron
3022882,69,1189,68,250,,1190,Under-Patron
3022907,297,799,297,100,,800,Under-Patron
3022908,464,463,158,10,,464,Under-Patron
3022910,1033,1030,321,22.5,,1031,Under-Patron
3023026,82,775,7,250,,776,Under-Patron
3023352,465,819,42,100,,820,Under-Patron
3023359,315,314,35,15,15,315,Under-Patron
3023538,71,118,14,13,13,119,Under-Patron
3023585,392,384,36,10,,385,Under-Patron
3023934,1196,1525,686,25,,1526,Under-Patron
3024001,83,1477,83,75,,1478,Under-Patron
3024253,473,841,321,50,,842,Under-Patron
3024344,328,237,7,1500,1527.5,238,Under-Patron
3024527,272,1470,268,250,,1471,Under-Patron
3024584,314,1,1,113.29,25113.29,2,Under-Patron
3024764,86,29,29,25,25,30,Under-Patron
3024796,18,435,18,10,,436,Under-Patron
3024827,3471,424,22,250,,425,Under-Patron
3025051,327,427,327,50,,428,Under-Patron
3025457,435,587,35,11.25,,588,Under-Patron
3025862,800,753,321,100,,754,Under-Patron
3025867,1135,1463,376,48,,1463,Under-Patron
3025913,96,806,89,100,,807,Under-Patron
3026333,3788,4240,22,450,450,212,Under-Patron
3026417,84,15,6,5000,5000,16,Under-Patron
3026717,125,767,35,50,,768,Under-Patron
3026785,489,488,207,10,,489,Under-Patron
3026824,462,1518,35,150,,1519,Under-Patron
3026884,126,125,125,16,16,126,Under-Patron
3027366,791,789,321,100,,790,Under-Patron
3041595,2102,215,22,500,500,216,Under-Patron
3047970,154,161,138,10,10,162,Under-Patron
3048046,1198,1022,321,5,,1023,Under-Patron
3048075,2004,1145,700,250,,1146,Under-Patron
3048081,660,1336,660,100,,1337,Under-Patron
3048105,357,356,35,5,5,357,Under-Patron
3048357,3242,1553,1089,100,,1554,Under-Patron
3048574,274,272,35,70,70,273,Under-Patron
3048665,488,926,359,100,,926,Under-Patron
3048854,133,132,0,2500,5000,132,Under-Patron
3048969,201,364,7,250,,365,Under-Patron
3049078,611,846,321,29.5,,847,Under-Patron
3049252,49,231,22,100,100,232,Under-Patron
3049321,119,118,22,250,250,119,Under-Patron
3049380,86,15,7,2500,2500,16,Under-Patron
3049573,571,568,321,10,,569,Under-Patron
3049610,2831,1357,683,100,,1358,Under-Patron
3049710,4662,1807,1089,75,,1808,Under-Patron
3049930,806,755,35,250,,756,Under-Patron
3050111,1266,767,321,50,,768,Under-Patron
3050436,1266,1266,376,10,,1266,Under-Patron
3050636,483,482,7,15.5,,483,Under-Patron
3050757,641,879,321,5,,880,Under-Patron
3051022,45868,267,22,100,100,268,Under-Patron
3051127,3045,1097,35,200,,1098,Under-Patron
3051583,120,497,1,2500,,498,Under-Patron
3051685,35,687,14,1,,688,Under-Patron
3052371,270,267,266,15,15,268,Under-Patron
3052405,714,713,321,10,,714,Under-Patron
3052747,337,1065,110,27.5,,1066,Under-Patron
3052856,608,607,321,15,,608,Under-Patron
3052953,113,112,22,88,88,113,Under-Patron
3053239,194,193,138,10,10,194,Under-Patron
3053402,358,3990,22,300,300,86,Under-Patron
3053571,616,581,22,100,,582,Under-Patron
3053615,98,446,7,10,,447,Under-Patron
3053716,338,1667,36,250,,786,Under-Patron
3054099,72,431,22,100,,432,Under-Patron
3054473,1072,1016,321,0.1,,1017,Under-Patron
3054560,441,736,7,250,,737,Under-Patron
3054687,187,287,158,10,10,288,Under-Patron
3054919,68,68,57,50,50,68,Under-Patron
3054938,1508,1506,376,44,,1507,Under-Patron
3055036,1406,23,22,50,50,23,Under-Patron
3055140,54,431,22,250,,432,Under-Patron
3055242,104,103,103,13,13,104,Under-Patron
3055429,2173,1600,35,100,,1601,Under-Patron
3055607,962,960,359,17.25,,961,Under-Patron
3055636,998,995,321,20,,996,Under-Patron
3055809,106,223,35,25,25,224,Under-Patron
3055810,819,818,321,18.7,,819,Under-Patron
3055835,559,761,321,50,,762,Under-Patron
3055993,141,1600,141,1000,,1601,Under-Patron
3056023,88,286,22,600,600,287,Under-Patron
3056577,207,239,159,50,50,240,Under-Patron
3057002,94,1649,35,50,,1650,Under-Patron
3057156,70,69,35,38,38,70,Under-Patron
3057250,125,575,35,50,,577,Under-Patron
3057456,948,945,359,13.75,,946,Under-Patron
3057731,327,847,321,10,,848,Under-Patron
3057892,497,841,35,10,,842,Under-Patron
3058116,112,211,7,2500,5750,92,Under-Patron
3058138,833,631,34,40,,632,Under-Patron
3058723,42,41,14,250,250,42,Under-Patron
3058788,118,211,0,6000,6000,212,Under-Patron
3058912,478,799,33,150,,800,Under-Patron
3058959,112,111,40,50,50,112,Under-Patron
3058997,37,29,7,5000,5781,30,Under-Patron
3059115,1011,1009,321,20.5,,1010,Under-Patron
3059117,2296,1308,686,25,,1309,Under-Patron
3059254,4358,173,22,1500,1500,174,Under-Patron
3059262,884,897,321,5,,898,Under-Patron
3059286,705,764,291,,,765,Under-Patron
3059595,105,1217,32,68,,1218,Under-Patron
3059683,307,363,7,2500,2500,364,Under-Patron
3059761,98,942,7,10,,943,Under-Patron
3059818,197,196,22,100,100,197,Under-Patron
3059858,828,827,284,5,,828,Under-Patron
3059866,594,1477,368,50,,1478,Under-Patron
3059920,37,1490,37,100,,1491,Under-Patron
3059964,102,239,8,3500,3500,240,Under-Patron
3060365,1018,1016,321,11.5,,1017,Under-Patron
3060456,2106,1477,1089,50,,1478,Under-Patron
3060660,290,411,235,50,,411,Under-Patron
3060777,337,1477,329,52,,1478,Under-Patron
3060819,710,221,22,250,250,222,Under-Patron
3060926,168,223,138,25,25,224,Under-Patron
3061231,3389,251,22,150,150,252,Under-Patron
3061315,625,624,321,10,,625,Under-Patron
3061512,13,767,12,10,,768,Under-Patron
3061638,45868,1300,677,250,,1301,Under-Patron
3061676,656,57,22,100,100,58,Under-Patron
3061789,119,337,22,100,,485,Under-Patron
3061964,2032,1539,677,1250,,1407,Under-Patron
3061994,45868,435,435,2500,,436,Under-Patron
3062054,1339,1083,321,35,,1084,Under-Patron
3062065,102,427,86,10,,428,Under-Patron
3062104,45868,138,22,500,500,139,Under-Patron
3062162,189,824,189,218,,825,Under-Patron
3062542,187,473,158,10,,474,Under-Patron
3062579,36,327,36,25,25,328,Under-Patron
3062769,45868,119,22,500,750,148,Under-Patron
3062797,2134,1008,35,225,,1009,Under-Patron
3062838,812,210,138,75,75,211,Under-Patron
3062972,79,729,35,1000,,730,Under-Patron
3063064,45868,540,22,100,,541,Under-Patron
3063087,5,603,5,1000,,604,Under-Patron
3063103,441,210,22,500,500,211,Under-Patron
3063195,92,91,22,100,100,92,Under-Patron
3063340,551,904,359,14,,905,Under-Patron
3063350,69,222,9,2500,2500,223,Under-Patron
3063380,1195,1194,376,43.5,,1195,Under-Patron
3063411,3935,938,321,100,,938,Under-Patron
3063557,26,578,26,50,,579,Under-Patron
3063579,1393,575,22,100,,577,Under-Patron
3063585,1498,1471,376,50,,1472,Under-Patron
3063619,1009,1244,185,13.35,,1245,Under-Patron
3063648,34,895,34,3000,,896,Under-Patron
3063722,1374,1338,376,100,,1339,Under-Patron
3063978,876,1309,376,200,,1310,Under-Patron
3064145,4185,1673,1089,100,,1674,Under-Patron
3064284,343,664,321,17.5,,665,Under-Patron
3064395,77,96,6,4770,4770,222,Under-Patron
3064402,1440,1439,376,3,,1440,Under-Patron
3064503,473,470,158,12,,471,Under-Patron
3064570,1569,1499,35,50,,1500,Under-Patron
3064576,53,246,53,30,30,247,Under-Patron
3064721,118,118,36,10,10,119,Under-Patron
3064844,107,106,7,50,200,107,Under-Patron
3064895,488,484,158,17.5,,485,Under-Patron
3064987,107,467,22,100,,468,Under-Patron
3065200,573,571,321,2.5,,572,Under-Patron
3065247,806,610,22,150,,611,Under-Patron
3065498,51,207,51,5,5,208,Under-Patron
3065576,132,131,22,150,400,132,Under-Patron
3065777,90,89,89,12.5,62.5,90,Under-Patron
3065890,589,1702,35,50,,1703,Under-Patron
3065900,831,769,140,250,,770,Under-Patron
3065965,489,221,22,750,750,222,Under-Patron
3066077,116,749,91,50,,750,Under-Patron
3066078,3080,747,321,50,,748,Under-Patron
3066169,1161,1149,603,150,,1150,Under-Patron
3066277,712,711,321,1,,712,Under-Patron
3066508,345,344,342,1,1,345,Under-Patron
3066633,1358,1429,686,100,,1430,Under-Patron
3066875,320,319,317,10,10,320,Under-Patron
3066994,120,120,22,100,725,120,Under-Patron
3067189,45868,1328,726,1000,,1329,Under-Patron
3067286,121,994,81,28,,995,Under-Patron
3067312,80,819,35,100,,820,Under-Patron
3067590,1098,1054,359,115.55,,951,Under-Patron
3067613,106,20,20,175,175,21,Under-Patron
3067697,45868,833,833,400,,834,Under-Patron
3067752,45868,1300,700,100,,1301,Under-Patron
3067793,938,938,321,33.5,,938,Under-Patron
3067794,1441,1331,35,50,,1363,Under-Patron
3067804,954,1357,376,250,,1358,Under-Patron
3067809,1520,1316,726,100,,1316,Under-Patron
3067861,2492,27,22,100,100,27,Under-Patron
3067892,121,462,22,115,,463,Under-Patron
3068105,72,474,22,200,,475,Under-Patron
3068108,121,106,7,5000,5000,107,Under-Patron
3068117,831,830,321,8.75,,831,Under-Patron
3068223,85,434,85,86,,435,Under-Patron
3068335,3033,8,8,250,500,9,Under-Patron
3068340,2,1,1,18.5,43.5,2,Under-Patron
3068410,1156,1152,603,100,,1153,Under-Patron
3068469,707,981,321,2500,,982,Under-Patron
3068591,110,196,78,10,10,197,Under-Patron
3068600,1573,1651,35,243.7,,1583,Under-Patron
3068818,183,539,183,10,,540,Under-Patron
3068866,197,196,138,2,2,197,Under-Patron
3068915,118,564,118,5,,565,Under-Patron
3068994,1180,1176,376,26.5,,1177,Under-Patron
3068997,3621,1519,1089,50,,1520,Under-Patron
3069006,1504,1503,35,250,,1504,Under-Patron
3069015,3439,1671,1089,75,,1672,Under-Patron
3069217,102,770,35,100,,771,Under-Patron
3069226,3918,214,22,500,500,215,Under-Patron
3069507,930,930,321,50,,930,Under-Patron
3069703,201,1038,497,1000,,1038,Under-Patron
3069820,45868,229,229,25,25,254,Under-Patron
3069831,652,211,7,25,25,212,Under-Patron
3069883,2855,221,22,100,100,222,Under-Patron
3069964,68,427,22,152,,428,Under-Patron
3070295,130,256,9,3390,14000,58,Under-Patron
3070350,828,819,321,4,,820,Under-Patron
3070452,86,187,9,5000,5000,188,Under-Patron
3070624,211,210,138,10,10,211,Under-Patron
3070712,326,323,36,11,11,324,Under-Patron
3070865,18,1216,9,63.2,,1217,Under-Patron
3070869,712,236,35,90,90,237,Under-Patron
3070975,458,1477,376,50,,1419,Under-Patron
3071022,491,629,321,12,,630,Under-Patron
3071127,203,652,203,5,,653,Under-Patron
3071129,579,244,22,500,900,145,Under-Patron
3071171,69,827,7,19,,828,Under-Patron
3071409,560,559,22,100,,560,Under-Patron
3071457,803,1349,35,200,,1350,Under-Patron
3071485,80,32,7,5000,6000,33,Under-Patron
3071565,116,827,116,2500,,828,Under-Patron
3071791,2193,596,7,2500,,597,Under-Patron
3071837,865,33,22,500,500,34,Under-Patron
3071934,120,18,7,5000,15000,19,Under-Patron
3071950,949,945,359,18.6,,946,Under-Patron
3072020,49,336,7,2500,2500,337,Under-Patron
3072031,825,824,321,33,,825,Under-Patron
3072125,65,64,56,11,11,64,Under-Patron
3072241,2066,1460,1089,150,,1461,Under-Patron
3072299,3576,2778,323,250,,1559,Under-Patron
3072457,327,1093,7,50,,1095,Under-Patron
3072512,119,574,118,25,,575,Under-Patron
3072553,450,832,56,100,,833,Under-Patron
3072625,999,998,321,3.5,,999,Under-Patron
3072755,86,85,79,17.5,17.5,86,Under-Patron
3072901,546,545,321,12.5,,546,Under-Patron
3072921,1187,1261,376,7,,1262,Under-Patron
3073031,3767,1310,726,15,,1311,Under-Patron
3073096,95,707,95,25,,708,Under-Patron
3073163,505,504,235,15,,505,Under-Patron
3073170,203,118,7,16666,17666,119,Under-Patron
3073195,708,706,321,5,,707,Under-Patron
3073387,3105,56,22,125,125,57,Under-Patron
3073577,114,775,35,50,,776,Under-Patron
3073790,71,210,22,650,650,211,Under-Patron
3073813,2469,82,77,4,4,83,Under-Patron
3073904,61,363,0,1000,1000,364,Under-Patron
3074241,177,1045,177,54,,1045,Under-Patron
3075101,27,824,7,0.6,,825,Under-Patron
3075181,2275,1510,1089,60,,1511,Under-Patron
3075204,111,370,35,10,,371,Under-Patron
3075230,1217,1358,686,500,,1359,Under-Patron
3075240,841,596,35,25,,597,Under-Patron
3075315,2284,1491,1089,250,,1492,Under-Patron
3075416,1023,1111,35,24,,1112,Under-Patron
3075468,2528,1303,635,25,,1304,Under-Patron
3075645,2514,1352,726,500,,1353,Under-Patron
3075659,460,29,29,25,25,29,Under-Patron
3075915,997,995,321,14.25,,996,Under-Patron
3076058,197,196,138,14,14,197,Under-Patron
3076087,1073,1072,321,41.5,,1073,Under-Patron
3076157,1064,1113,376,225,,1114,Under-Patron
3076184,831,36,22,50,100,37,Under-Patron
3076191,1491,1490,376,190,,1490,Under-Patron
3076200,1244,1244,700,17.5,,1245,Under-Patron
3076220,846,845,321,10,,846,Under-Patron
3076361,45868,252,22,125,125,253,Under-Patron
3076364,45868,309,22,100,100,310,Under-Patron
3076492,524,659,321,5,,660,Under-Patron
3076498,492,491,235,10,,492,Under-Patron
3076524,462,704,22,100,,705,Under-Patron
3076537,99,99,22,100,118,100,Under-Patron
3076538,434,509,35,10,,510,Under-Patron
3076653,1294,1349,726,100,,1350,Under-Patron
3076702,880,879,321,5,,880,Under-Patron
3076710,2165,1457,683,100,,1460,Under-Patron
3076734,970,967,359,15,,968,Under-Patron
3076739,84,1580,35,200,,1581,Under-Patron
3076745,813,786,321,40,,814,Under-Patron
3076748,274,1069,231,456,,1070,Under-Patron
3076877,565,42,42,25,25,43,Under-Patron
3076933,2185,755,321,100,,756,Under-Patron
3077025,805,1378,35,10,,1379,Under-Patron
3077146,549,547,321,5,,548,Under-Patron
3077266,1447,1446,376,96.4,,1447,Under-Patron
3077306,823,820,321,3,,821,Under-Patron
3077318,1231,1230,700,20,,1231,Under-Patron
3077517,78,76,69,25,25,77,Under-Patron
3077523,1133,1133,677,20,,1134,Under-Patron
3077528,998,998,321,11.5,,999,Under-Patron
3077596,1196,1288,376,10,,1289,Under-Patron
3077661,259,1503,232,50,,1504,Under-Patron
3077747,276,274,235,15,15,275,Under-Patron
3077806,548,550,321,1,,551,Under-Patron
3077809,816,1098,376,5,,1098,Under-Patron
3077871,190,56,55,25,25,57,Under-Patron
3077976,536,637,321,1,,638,Under-Patron
3078025,778,777,321,22,,778,Under-Patron
3078124,179,718,179,10,,719,Under-Patron
3078141,726,775,321,50,,776,Under-Patron
3078185,87,743,14,1000,,744,Under-Patron
3078269,33,1114,22,40,,1115,Under-Patron
3078546,1179,1176,376,63.2,,1177,Under-Patron
3078573,45868,586,235,50,,587,Under-Patron
3078735,999,1511,376,200,,1512,Under-Patron
3078737,186,183,138,1,1,184,Under-Patron
3078814,3493,1525,1089,50,,1526,Under-Patron
3078822,1077,1076,321,25,,1077,Under-Patron
3079007,3486,589,22,375,,590,Under-Patron
3079124,76,838,7,7,,839,Under-Patron
3079159,197,20,20,100,100,21,Under-Patron
3079177,101,573,101,1,,574,Under-Patron
3079207,25,693,22,100,,694,Under-Patron
3079250,643,642,186,10,,643,Under-Patron
3079255,546,545,321,1.99,,546,Under-Patron
3079483,1196,1194,376,50,,1195,Under-Patron
3079496,1198,1154,700,28.5,,1197,Under-Patron
3079744,789,770,321,2500,,771,Under-Patron
3079915,822,585,22,250,,586,Under-Patron
3079920,136,890,136,10,,891,Under-Patron
3079931,1386,1463,655,50,,1464,Under-Patron
3079933,90,1772,90,5,,1773,Under-Patron
3079947,922,922,307,16.1,,922,Under-Patron
3079979,123,512,123,15,,513,Under-Patron
3079999,45868,333,321,50,50,334,Under-Patron
3080019,805,861,7,2500,,862,Under-Patron
3080043,1442,63,56,50,50,64,Under-Patron
